单词,条件,M1-1,無声化,M1-2,無声化,M1-3,無声化,F1-1,無声化,F1-2,無声化,F1-3,無声化,M2-1,無声化,M2-2,無声化,M2-3,無声化,M3-1,無声化,M3-2,無声化,M3-3,無声化,F2-1,無声化,F2-2,無声化,F2-3,無声化,F3-1,無声化,F3-2,無声化,F3-3,無声化
xɔnɔx,xɔ+n,xɔ+n,,xɔ+n,,xɔ+n,,xɔ+n,,xɔ+n,,xɔ+n,,xɔ+n,,xɔ+n,,xɔ+n,,xɔ+n,,xɔ+n,,xɔ+n,,xɔ+n,,xɔ+n,,xɔ+n,,xɔ+n,,xɔ+n,,xɔ+n,
xɔntʃɪx,xɔn,xɔn,,xɔn,,xɔn,,xɔn,,xɔn,,xɔn,,xɔn,,xɔn,,xɔn,,xɔn,,xɔn,,xɔn,,xɔn,,xɔn,,xɔn,,xɔn,,xɔn,,xɔn,
xɔwlɔx,xɔw,xɔw,,xɔw,,xɔw,,xɔw,,xɔw,,xɔw,,xɔw,,xɔw,,xɔw,,xɔw,,xɔw,,xɔw,,xɔw,,xɔw,,xɔw,,xɔw,,xɔw,,xɔw,
xɔwɔr,xɔ+w,xɔ+w,,xɔ+w,,xɔ+w,,xɔ+w,,xɔ+w,,xɔ+w,,xɔ+w,,xɔ+w,,xɔ+w,,xɔ+w,,xɔ+w,,xɔ+w,,xɔ+w,,xɔ+w,,xɔ+w,,xɔ+w,,xɔ+w,,xɔ+w,
xœxʲrɔl,xœxʲ,xœxʲ,,xœxʲ,,xœxʲ,,xœxʲ,,xœxʲ,,xœxʲ,,xœxʲ,,xœxʲ,,xœxʲ,,xœxʲ,,xœxʲ,,xœxʲ,,xœxʲ,,xœxʲ,,xœxʲ,,xœxʲ,,xœxʲ,,xœxʲ,
xɔkʃɪl,xɔk,xɔk,,xɔk,,xɔk,,xɔk,,xɔk,,xɔk,,xɔk,,xɔk,,xɔk,,xɔk,,xɔk,,xɔk,,xɔk,,xɔk,,xɔk,,xɔk,,xɔk,,xɔk,
xɔkɔs,xɔ+k,xɔ+k,,xɔ+k,,xɔ+k,,xɔ+k,,xɔ+k,,xɔ+k,,xʊ+k,,xʊ+k,,xɔ+k,,xɔ+k,,xɔ+k,,xɔ+k,,xʊ+k,,xɔ+k,,xɔ+k,,xɔ+k,,xɔ+k,,xɔ+k,
xɔmxœː,xɔm,xɔm,,xɔm,,xɔm,,xɔm,,xɔm,,xɔm,,xɔm,,xɔm,,xɔm,,xɔm,,xɔm,,xɔm,,xʊm,,xɔm,,xɔm,,xɔm,,xɔm,半,xɔm,全
xɔmɔːl,xɔ+m,xɔ+m,,xɔ+m,,xɔ+m,,xɔ+m,,xɔ+m,,xɔ+m,,xɔ+m,,xɔ+m,,xɔ+m,,xɔ+m,,xɔ+m,,xɔ+m,,xɔ+m,,xɔ+m,,xɔ+m,,xɔ+m,,xɔ+m,,xɔ+m,
xɔltɔx,xɔl,xɔl,,xɔl,,xɔl,,xɔl,,xɔl,,xɔl,,xɔl,,xɔl,,xɔl,,xɔl,,xɔl,,xɔl,,xɔl,,xɔl,,xɔl,,xɔl,,xɔl,,xɔl,
xœlʲɔx,"xœ+l ","xœ+l ",,"xœ+l ",,"xœ+l ",,"xœ+l ",,"xœ+l ",,"xœ+l ",,"xœ+l ",,"xœ+l ",,"xœ+l ",,"xœ+l ",,"xœ+l ",,"xœ+l ",,"xœ+l ",,"xœ+l ",,"xœ+l ",,"xœ+l ",,"xœ+l ",,"xœ+l ",
xɔslɔl,xɔs,xɔs,,xɔs,,xɔs,,xɔs,,xɔs,,xɔs,,xɔs,,xɔs,,xɔs,,xɔs,,xɔs,,xɔs,,xɔs,,xɔs,,xɔs,,xɔs,,xɔs,,xɔs,
xɔsɔːr,xɔ+s,xɔ+s,,xɔ+s,,xɔ+s,,xɔ+s,,xɔ+s,,xɔ+s,,xɔ+s,,xɔ+s,,xɔ+s,,xɔ+s,,xɔ+s,,xɔ+s,,xɔ+s,,xɔ+s,,xɔ+s,,xɔ+s,,xɔ+s,,xɔ+s,
xɔʃʊːtʃʰ,xɔ+ʃ,xɔ+ʃ,,xɔ+ʃ,,xɔ+ʃ,,xɔ+ʃ,,xʊ+ʃ,,xʊ+ʃ,,xɔ+ʃ,,xʊ+ʃ,,xʊ+ʃ,,kɔ+ʃ,,xɔ+ʃ,,xɔ+ʃ,,xɔ+ʃ,,xɔ+ʃ,,xɔ+ʃ,,xɔ+ʃ,,xɔ+ʃ,,xɔ+ʃ,
xɔtʰlɔːr,xɔtʰ,xɔtʰ,,xɔtʰ,,xɔtʰ,,xɔtʰ,,xɔtʰ,,xɔtʰ,,xɔtʰ,,xɔtʰ,,xɔtʰ,,xʊt,,xɔtʰ,,xɔtʰ,,xɔtʰ,,xɔtʰ,,xɔtʰ,,xɔtʰ,,xɔtʰ,,xɔtʰ,全
xɔtʰɔtʃʰ,xɔ+tʰ,xɔ+tʰ,,xɔ+tʰ,,xɔ+tʰ,,xɔ+tʰ,,xɔ+tʰ,,xɔ+tʰ,,xɔ+tʰ,,xɔ+tʰ,半,xɔ+tʰ,半,xɔ+tʰ,,xɔ+tʰ,,xɔ+tʰ,,xɔ+tʰ,,xɔ+tʰ,,xɔ+tʰ,,xɔ+tʰ,,xɔ+tʰ,半,xɔ+tʰ,
xɔtɔːt,xɔ+t,xɔ+t,,xɔ+t,,xɔ+t,,xɔ+t,,xɔ+t,,xɔ+t,,xɔ+t,,xɔ+t,,xɔ+t,,xɔ+t,,xɔ+t,,xɔ+t,,xɔ+t,,xɔ+t,,xɔ+t,,xɔ+t,,xɔ+t,,xɔ+t,
xɔtʃʰrɔx,xɔtʃʰ,xɔtʃʰ,,xɔtʃʰ,,xɔtʃʰ,,xɔtʃʰ,,xɔtʃʰ,,xɔtʃʰ,,xɔtʃʰ,,xɔtʃʰ,,xɔtʃʰ,,xɔtʃʰ,,xɔtʃʰ,,xɔtʃʰ,,xɔtʃʰ,全,xɔtʃʰ,半,xɔtʃʰ,,xɔtʃʰ,,xɔtʃʰ,,xɔtʃʰ,
xɔtʃɪktɔx,xɔ+tʃ,xɔ+tʃ,,xɔ+tʃ,,xɔ+tʃ,,xɔ+tʃ,,xɔ+tʃ,,xɔ+tʃ,,xɔ+tʃ,,xɔ+tʃ,,xɔ+tʃ,,xɔ+tʃ,,xɔk,,xɔ+tʃ,,xɔ+tʃ,,xɔ+tʃ,,xɔ+tʃ,,xɔ+tʃ,,xɔ+tʃ,,xɔ+tʃ,
xɔtʃkɔr,xɔtʃ,xɔtʃ,,xɔtʃ,,xɔtʃ,,xɔtʃ,,xɔtʃ,,xɔtʃ,,xɔtʃ,,xɔtʃ,,xɔtʃ,,xɔtʃ,,xɔtʃ,,xɔtʃ,,xɔtʃ,,xɔtʃ,,xɔtʃ,,xɔtʃ,,xɔtʃ,,xɔtʃ,
xɔjɔrtʊkaːr,xɔ+j,xɔ+j,,xɔ+j,,xɔ+j,,xɔ+j,,xɔ+j,,xɔ+j,,xɔ+j,,xɔ+j,,xɔ+j,,xɔ+j,,xɔ+j,,xɔ+j,,xɔ+j,,xɔ+j,,xɔ+j,,xɔ+j,,xɔ+j,,xɔ+j,
xɔrxœː,xɔr,xɔr,,xɔr,,xɔr,,xɔr,,xɔr,,xɔr,,xɔr,,xɔr,,xɔr,,xɔr,,xɔr,,xɔr,,xɔr,,xɔr,,xɔr,,xɔr,,xɔr,,xɔr,
xɔrɔː,xɔ+r,xɔ+r,,xɔ+r,,xɔ+r,,xɔ+r,,xɔ+r,,xɔ+r,,kɔ+r,,xʊ+r,,xɔ+r,,xɔ+r,,xɔ+r,,xɔ+r,,xɔ+r,,xɔ+r,,xɔ+r,,xɔ+r,,xɔ+r,,xɔ+r,
xɔŋʃɔːr,xɔŋ,xɔn,,xɔn,,xɔŋ,,xɔn,,xɔŋ,,xɔŋ,,xɔn,,xɔn,,xɔŋ,,xɔn,,xɔn,,xɔn,,xɔn,,xɔn,,xɔn,,xɔn,,xɔn,,xɔn,
xʊnʲaːs,xʊ+n,xʊ+n,,xʊ+n,,xʊ+n,,xʊ+n,,xʊ+n,,xʊ+n,,xʊ+n,,xʊ+n,,xʊ+n,,xʊ+n,,xʊ+n,,xʊ+n,,xʊ+n,,xʊ+n,,xʊ+n,,xʊ+n,,xʊ+n,,xʊ+n,
xʊntak,xʊn,xʊn,,xʊn,,xʊn,,xʊn,,xʊn,,xʊn,,xʊn,,xʊn,,xʊn,,xʊn,,xʊn,,xʊn,,xʊn,,xʊn,,xʊn,,xʊn,,xʊn,,xʊn,
xʊŋkarlax,xʊŋ,xʊŋ,,xʊŋ,,xʊŋ,,xʊŋ,,xʊŋ,,xʊŋ,,xʊŋ,,xɔŋ,,xʊŋ,,xʊŋ,,xʊŋ,,xʊŋ,,xʊŋ,,xʊŋ,,xʊŋ,,xʊŋ,,xʊŋ,,xʊŋ,
xʊwxæː,xʊw,xʊw,,xʊw,,xʊw,,xʊw,,xʊw,,xʊw,,xɔw,,xʊw,,xʊw,,xʊw,,xʊw,,xʊw,,xʊw,,xʊw,,xʊw,,xʊw,,xʊw,,xʊw,
xʊwaːx,xʊ+w,xʊ+w,,xʊ+w,,xʊ+w,,xʊ+w,,xʊ+w,,xʊ+w,,xɔ+w,,xʊ+w,,xʊ+w,,xʊ+w,,xʊ+w,,xʊ+w,,xʊ+w,,xʊ+w,,xʊ+w,,xʊ+w,,xʊ+w,,xʊ+w,
xʊktʃʰɪx,xʊk,xʊk,,xʊk,,xʊk,,xʊk,,xʊk,,xʊk,,xɔk,,xʊk,,xʊk,,xʊk,,xʊk,,xʊk,,xʊk,,xʊk,,xʊk,,xʊk,,xʊk,,xʊk,
xʊkarxæː,xʊ+k,xʊ+k,,xʊ+k,,xʊ+k,,xʊ+k,,xʊ+k,,xʊ+k,,xʊ+k,,xʊ+k,,xʊ+k,,xʊ+k,,xʊ+k,,xʊ+k,,xʊ+k,,xʊ+k,,xʊ+k,,xʊ+k,,xʊ+k,,xʊ+k,
xʊmxʲax,xʊm,xʊm,,xʊm,,xʊm,,xʊm,,xʊm,,xʊm,,xʊm,,xʊm,,xʊm,,xʊm,,xʊm,,xʊm,,xɔm,,xɔm,,xʊm,,xʊm,,xʊm,,xʊm,
xʊmʲax,xœ+m,xʊ+m,,xʊ+m,,xœ+m,,xœ+m,,xœ+m,,xœ+m,,xœ+m,,xœ+m,,xœ+m,,xœ+m,,xœ+m,,xœ+m,,xœ+m,,xœ+m,,xœ+m,,xœ+m,,xœ+m,,xœ+m,
xʊlkai,xʊl,xʊl,,xʊl,,xʊl,,xʊl,,xʊl,,xʊl,,xʊl,,xʊl,,无,,xʊl,,xʊl,,xʊl,,xʊl,,xʊl,,xʊl,,xʊl,,xʊl,,xʊl,
xʊlantʃʰ,xʊ+l,xʊ+l,,xʊ+l,,xʊ+l,,xʊ+l,,xʊ+l,,xʊ+l,,xʊ+l,,xʊ+l,,xʊ+l,,xʊ+l,,xʊ+l,,xʊ+l,,xɔ+l,,xʊ+l,,xʊ+l,,xʊ+l,,xʊ+l,,xʊ+l,
xʊsax,xʊ+s,xʊ+s,,xʊ+s,,xʊ+s,,xʊ+s,,xʊ+s,,xʊ+s,,xʊ+s,半,xʊ+s,,xʊ+s,,xʊ+s,,xʊ+s,,xʊ+s,,xʊ+s,全,xʊ+s,,xʊ+s,,xʊ+s,,xʊ+s,,xʊ+s,
xʊsraŋ,xʊs,xʊs,,xʊs,,xʊs,,xʊs,,xʊs,,xʊs,,xʊs,,xʊs,,xʊs,,xʊs,,xʊs,,xʊs,,xʊs,全,xʊs,,xʊs,全,xʊs,,xʊs,,xʊs,
xʊtal,xʊ+t,xʊ+t,,xʊ+t,,xʊ+t,,xʊ+t,,xʊ+t,,xʊ+t,,xʊ+t,,xʊ+t,,xʊ+t,,xʊ+t,,xʊ+t,,xʊ+t,,xʊ+t,,xʊ+t,,xʊ+t,,xʊ+t,,xʊ+t,,xʊ+t,
xʊtkæː,xʊt,xʊt,,xʊt,,xʊt,,xʊt,,xʊt,,xʊt,,xʊt,,xʊt,,xʊt,,xʊt,,xʊt,,xʊt,,xʊt,,xʊt,,xʊt,,xʊt,,xʊt,,xʊt,
xʊtʰkax,xʊtʰ,xʊtʰ,,xʊtʰ,,xʊtʰ,,xʊtʰ,,xʊtʰ,,xʊtʰ,,xʊtʰ,,xʊtʰ,,xʊtʰ,,xʊtʰ,,xʊtʰ,,xʊtʰ,,xʊtʰ,全,xʊtʰ,,xʊtʰ,,xʊtʰ,,xʊtʰ,,xʊtʰ,
xʊtʰak,xʊ+tʰ,xʊ+tʰ,,xʊ+tʰ,,xʊ+tʰ,,xʊ+tʰ,,xʊ+tʰ,,xʊ+tʰ,,xʊ+tʰ,,xʊ+tʰ,,xʊ+tʰ,,kʊ+tʰ,,xʊ+tʰ,全,kʊ+tʰ,半,xʊ+tʰ,全,xʊ+tʰ,,xʊ+tʰ,,xʊ+tʰ,,xʊ+tʰ,,xʊ+tʰ,半
xʊtʃʰax,xʊ+tʃʰ,xʊ+tʃʰ,,xʊ+tʃʰ,,xʊ+tʃʰ,,xʊ+tʃʰ,,xʊ+tʃʰ,,xʊ+tʃʰ,,xʊ+tʃʰ,半,xʊ+tʃʰ,,xʊ+tʃʰ,,xʊ+tʃʰ,,xʊ+tʃʰ,,kʊ+tʃʰ,,kʊ+tʃʰ,,xʊ+tʃʰ,,kʊ+tʃʰ,,xʊ+tʃʰ,,xʊ+tʃʰ,,xʊ+tʃʰ,
xʊtʃʰlak,xʊtʃʰ,xʊtʃʰ,,xʊtʃʰ,,xʊtʃʰ,,xʊtʃʰ,,xʊtʃʰ,,xʊtʃʰ,,xʊtʃʰ,全,xʊtʃʰ,,xʊtʃʰ,,xʊtʃʰ,,xʊtʃʰ,,xʊtʃʰ,,xʊtʃʰ,全,xʊtʃʰ,,kʊtʃʰ,,xʊtʃʰ,半,xʊtʃʰ,,xʊtʃʰ,半
xʊtʃɪrlax,xʊ+tʃ,xʊ+tʃ,,xʊ+tʃ,,xʊ+tʃ,,xʊ+tʃ,,xʊ+tʃ,,xʊ+tʃ,,xʊ+tʃ,,xʊ+tʃ,,xʊ+tʃ,,xʊ+tʃ,,xʊ+tʃ,,xʊ+tʃ,,xʊ+tʃ,,xʊ+tʃ,,xʊ+tʃ,,xʊ+tʃ,,xʊ+tʃ,,xʊ+tʃ,
xʊtʃkar,xʊtʃ,xʊtʃ,,xʊtʃ,,xʊtʃ,,xʊtʃ,,xʊtʃ,,xʊtʃ,,xʊtʃ,,xʊtʃ,,xʊtʃ,,xʊtʃ,,xʊtʃ,,xʊtʃ,,xʊtʃ,,xʊtʃ,,xʊtʃ,,xʊtʃ,,xʊtʃ,,xʊtʃ,
xʊjakt,xʊ+j,xʊ+j,,xʊ+j,,xʊ+j,,xʊ+j,,xʊ+j,,xʊ+j,,xʊ+j,,xʊ+j,,xʊ+j,,xʊ+j,,xʊ+j,,xʊ+j,,xʊ+j,,xʊ+j,,xʊ+j,,xʊ+j,,xʊ+j,,xʊ+j,
xʊrtatʃʰ,xʊr,xʊr,,xʊr,,xʊr,,xʊr,,xʊr,,xʊr,,xʊr,,xʊr,,xʊr,,xʊr,,xʊr,,xʊr,,xʊr,,xʊr,,xʊr,,xʊr,,xʊr,,xʊr,
xʊrak,xʊ+r,xʊ+r,,xʊ+r,,xʊ+r,,xʊ+r,,xʊ+r,,xʊ+r,,xʊ+r,,xʊ+r,,xʊ+r,,xʊ+r,,xʊ+r,,xʊ+r,,xʊ+r,,xʊ+r,,xʊ+r,,xʊ+r,,xʊ+r,,xʊ+r,
xonkoːl,xon,xon,,xon,,xon,,xon,,xon,,xon,,xon,,xon,,xon,,xon,,xon,,xon,,xon,,xon,,xon,,xon,,xon,,xon,
xonok,xo+n,xo+n,,xo+n,,xo+n,,xo+n,,xo+n,,xo+n,,xo+n,,xo+n,,xo+n,,xo+n,,xo+n,,xo+n,,xo+n,,xo+n,,xo+n,,xo+n,,xo+n,,xo+n,
xowoː,xo+w,xo+w,,xo+w,,xo+w,,xo+w,,xo+w,,xo+w,,xo+w,,xo+w,,xo+w,,xo+w,,xo+w,,xo+w,,xo+w,,xo+w,,xo+w,,xo+w,,xo+w,,xo+w,
xowskor,xow,xow,,xow,,xow,,xow,,xow,,xow,,xow,,xow,,xow,,xow,,xow,,xow,,xow,,xow,,xow,,xow,,xow,,xow,
xoxomtok,xo+x,xo+x,,xo+x,,xo+x,,xo+x,,xo+x,,xo+x,,xo+x,,xo+x,,xo+x,,xo+x,,xo+x,,xo+x,,xo+x,,xo+x,,xo+x,,xo+x,,xo+x,,xo+x,
xoxrox,xox,xox,,xox,,xox,,xox,,xox,,xox,,xox,,xox,,xox,,xox,,无,,xox,,xox,,xox,,xox,,xox,,xox,,xox,
xoktʃix,xok,xok,,xok,,xok,,xok,,xok,,xok,,xok,,xok,,xok,,xok,,xok,,xok,,xok,,xok,,xok,,xok,,xok,,xok,
xomrok,xom,xom,,xom,,xom,,xom,,xom,,xom,,xom,,xom,,xom,,xom,,xom,,xom,,xom,,xom,,xom,,xom,,xom,,xom,
xomuːs,xo+m,xo+m,,xo+m,,xo+m,,xo+m,全,xo+m,全,xo+m,全,xo+m,,xo+m,,xo+m,,xo+m,,xo+m,,xo+m,,xo+m,半,xo+m,,xo+m,,xo+m,,xo+m,,xo+m,全
xoltox,xol,xol,,xol,,xol,,xol,,xol,,xol,,xol,,xol,,xol,,xol,,xol,,xol,,xol,,xol,,xol,,xol,,xol,,xol,
xolostʰeː,xo+l,xo+l,,xo+l,,xo+l,,xo+l,,xo+l,,xo+l,,xo+l,,xo+l,,xo+l,,xo+l,,xo+l,,xo+l,,xo+l,,xo+l,,xo+l,,xo+l,,xo+l,,xo+l,
xosortox,xo+s,xu+s,,xo+s,,xo+s,,xo+s,,xo+s,,xo+s,,xo+s,,xo+s,,xo+s,,xo+s,半,xo+s,,xo+s,,xo+s,半,xo+s,全,xo+s,,xo+s,,xo+s,全,xo+s,
xoʃix,xo+ʃ,xo+ʃ,,xo+ʃ,,xo+ʃ,,xo+ʃ,,xo+ʃ,,xo+ʃ,,xo+ʃ,,xo+ʃ,,xo+ʃ,,xo+ʃ,,xo+ʃ,,xo+ʃ,,xo+ʃ,,xo+ʃ,,xo+ʃ,,xo+ʃ,,xo+ʃ,,xo+ʃ,
xoʃtʰol,xoʃ,xoʃ,,xoʃ,,xoʃ,,xoʃ,,xoʃ,,xoʃ,,xoʃ,,xoʃ,,xoʃ,,xoʃ,,xoʃ,,xoʃ,,xoʃ,,xoʃ,,xoʃ,,xoʃ,,xoʃ,,xoʃ,
xotʰlox,xotʰ,xot,,xotʰ,,xotʰ,,xotʰ,,xotʰ,,xotʰ,,xotʰ,,xotʰ,,xot,,xot,,xot,,xotʰ,,xot,,xot,,xotʰ,,xotʰ,,xotʰ,,xotʰ,
xotʰolwor,xo+tʰ,xo+tʰ,,xo+tʰ,,xo+tʰ,,xo+tʰ,,xo+tʰ,,xo+tʰ,,xo+tʰ,,xo+tʰ,,xo+tʰ,,xo+tʰ,,xo+tʰ,,xo+tʰ,,xo+tʰ,,xo+tʰ,,xo+tʰ,,xo+tʰ,,xo+tʰ,全,xo+tʰ,
xotolkoːn,xo+t,xo+t,,xo+t,,xo+t,,xo+t,,xo+t,,xo+t,,xo+t,,xo+t,,xo+t,,xo+t,,xo+t,,xo+t,,xo+t,,xo+t,,xo+t,,xo+t,,xo+t,,xo+t,
xotlol,xot,xot,,xot,,xot,,xot,,xot,,xot,,xot,,xot,,xot,,xot,,xot,,xot,,xot,,xot,,xot,,xot,,xot,,xot,
xorwox,xor,xor,,xor,,xor,,xor,,xor,,xor,,xor,,xor,,xor,,xor,,xor,,xor,,xor,,xor,,xor,,xor,,xor,,xor,
xoroŋko,xo+r,xo+r,,xo+r,,xo+r,,xo+r,,xo+r,,xo+r,,xo+r,,xo+r,,xo+r,,xo+r,,xo+r,,xo+r,,xo+r,,xo+r,,xo+r,,xo+r,,xo+r,,xo+r,
xoŋkon,xoŋ,xoŋ,,xoŋ,,xoŋ,,xoŋ,,xoŋ,,xoŋ,,xoŋ,,xoŋ,,xoŋ,,xoŋ,,xoŋ,,xoŋ,,xoŋ,,xoŋ,,xoŋ,,xoŋ,,xoŋ,,xoŋ,全
xunttʰeː,xun,xun,,xun,,xun,,xun,,xun,,xun,,xun,,xun,,xun,,xun,,xun,,xun,,xun,,xun,,xun,,xun,,xun,,xun,
xuwrǝx,xuw,xuw,,xuw,,xuw,,xuw,,xuw,,xuw,,xuw,,xuw,,xuw,,xuw,,xuw,,xuw,,xuw,,xuw,,xuw,,xuw,,xuw,,xuw,
xuwǝrlǝx,xu+w,xu+w,,xu+w,,xu+w,,xu+w,,xu+w,,xu+w,,xu+w,,xu+w,,xu+w,,xu+w,,xu+w,,xu+w,,xu+w,,xu+w,,xu+w,,xu+w,,xu+w,,xu+w,
xuxǝː,xu+x,xu+x,,xu+x,,xu+x,,xu+x,,xu+x,,xu+x,,xu+x,,xu+x,,xu+x,,xu+x,,xu+x,,xu+x,,xu+x,,xu+x,,xu+x,,xu+x,,xu+x,,xu+x,
xuktkǝr,xuk,xun,,xuk,,xuk,,xuk,,xuk,,xuk,,xuk,,xuk,,xuk,,xuk,,xuk,,xuk,,xuk,,xuk,,xuk,,xuk,,xuk,,xuk,
xumǝl,xu+m,xu+m,,xu+m,,xu+m,,xu+m,,xu+m,,xu+m,,xu+m,,xu+m,,xu+m,,xol,,xol,,xum,,xu+m,,xu+m,,xu+m,,xo+m,,xu+m,,xu+m,全
xumtʃil,xum,xum,,xum,,xum,,xum,,xum,,xu+m,,xum,,xum,,xum,,xum,,xum,,xum,,xum,,xum,,xum,,xom,全,xum,半,xum,全
xulǝːx,xu+l,xu+l,,xu+l,,xu+l,,xu+l,,xu+l,,xu+l,,xu+l,,xu+l,,xu+l,,xu+l,,xu+l,,xu+l,,xu+l,,xu+l,,xu+l,,xu+l,,xu+l,,xu+l,
xulxkǝr,xul,xul,,xul,,xul,,xul,,xul,,xul,,xul,,xul,,xul,,xul,,xul,,xul,,xul,,xul,,xul,,xul,,xul,,xul,
xuslǝŋ,xus,xus,,xus,,xus,,xus,,xus,,xus,,xus,,xus,,xus,,xus,,xus,,kus,,xus,,xus,,xus,,xus,半,xus,,xus,全
xusǝx,xu+s,xu+s,,xu+s,,xu+s,,xu+s,,xu+s,,xu+s,,xu+s,,xu+s,,xu+s,,xu+s,,xu+s,,xu+s,,xu+s,全,xu+s,,xu+s,,xu+s,,xu+s,,xu+s,
xutǝr,xu+t,xu+t,,xu+t,,xu+t,,xu+t,,xu+t,,xu+t,,xu+t,,xu+t,,xu+t,,xu+t,,xu+t,,xu+t,,xu+t,,xu+t,,xu+t,,xu+t,,xu+t,,xu+t,
xutʃʰirteː,xu+tʃʰ,xu+tʃʰ,,xu+tʃʰ,,xu+tʃʰ,,xu+tʃʰ,,xu+tʃʰ,,xu+tʃʰ,,xutʃʰ,半,xu+tʃʰ,,xu+tʃʰ,,xu+tʃʰ,,xu+tʃʰ,,xu+tʃʰ,,xu+tʃʰ,全,ku+tʃʰ,,xu+tʃʰ,半,xu+tʃʰ,全,xu+tʃʰ,全,xu+tʃʰ,
xutʃʰlǝx,xutʃʰ,xutʃʰ,,xutʃʰ,,xutʃʰ,,xutʃʰ,,xutʃʰ,,xutʃʰ,,xutʃʰ,,xutʃʰ,,xutʃʰ,,kutʰ,,xutʃʰ,,xutʃʰ,,xutʃʰ,全,xutʃʰ,半,xutʃʰ,全,xutʃʰ,全,xutʃʰ,,xutʃʰ,
xutʃuː,xu+tʃ,xu+tʃ,,xu+tʃ,,xu+tʃ,,xu+tʃ,,xu+tʃ,,xu+tʃ,,xu+tʃ,,xu+tʃ,,xu+tʃ,,xu+tʃ,,xu+tʃ,,xu+tʃ,,xu+tʃ,,xu+tʃ,,xu+tʃ,,xu+tʃ,半,xu+tʃ,,xu+tʃ,
xurkǝːx,xur,xur,,xur,,xur,,xur,,xur,,xur,,xur,,xux,,xur,,xur,,xur,,xur,,xur,,xur,,xur,,xur,,xur,,xur,
xurǝː,xu+r,xu+r,,xu+r,,xu+r,,xu+r,,xu+r,,xu+r,,xu+r,,xu+r,,xu+r,,xu+r,,xu+r,,xu+r,,xu+r,,xu+r,,xu+r,,xu+r,,xu+r,,xu+r,
xuŋxix,xuŋ,xuŋ,,xuŋ,,xuŋ,,xuŋ,,xuŋ,,xuŋ,,xuŋ,,xuŋ,,xuŋ,,xuŋ,,xuŋ,,xuŋ,,xuŋ,,xuŋ,,xuŋ,,xuŋ,,xuŋ,,xuŋ,全
kanaltʃax,ka+n,ka+n,,ka+n,,ka+n,,ka+n,,ka+n,,ka+n,,ka+n,,ka+n,,ka+n,,ka+n,,ka+n,,ka+n,,ka+n,,ka+n,,ka+n,,ka+n,,ka+n,,ka+n,
kantʃaɡ,kan,kan,,kan,,kan,,kan,,kan,,kan,,kan,,kan,,kan,,kan,,kan,,kan,,kan,,kan,,kan,,kan,,kan,,kan,
kaŋsrax,kaŋ,kan,,kaŋ,,kaŋ,,kan,,kan,,kan,,kan,,kan,,kan,,kaŋ,,kaŋ,,kaŋ,,kan,,kan,,kan,,kan,,kaŋ,,kaŋ,
kawʃkæː,kaw,kaw,,kaw,,kaw,,kaw,全,kaw,,kaw,,kaw,,kaw,,kaw,,kaw,,kaw,,kaw,,xaw,,xaw,半,xaw,,kaw,,kaw,,kaw,
kawal,ka+w,ka+w,,ka+w,,ka+w,,ka+w,,ka+w,,ka+w,,ka+w,,ka+w,,ka+w,,ka+l,,ka+w,,ka+w,,ka+w,,ka+w,,ka+w,,ka+w,,ka+w,,ka+w,
"kaxaitʃʰɪ n",ka+x,ka+x,,ka+x,,ka+x,,ka+x,,ka+x,,ka+x,,ka+x,,ka+x,,ka+x,,ka+x,,ka+x,,ka+x,,ka+x,,ka+x,,ka+x,,ka+x,,ka+x,,ka+x,
kamnax,kam,kam,,kam,,kam,,kam,,kam,,kam,,kam,,kam,,kam,,kam,,kam,,kam,,kam,,kam,,kam,,kam,,kam,,kam,
kaltʃʊː,kal,kal,,kal,,kal,,kal,,kal,,kal,,kal,,kal,,kal,,kal,,kal,,kal,,kal,,kal,,kal,,kal,,kal,,kal,
kalʊː,ka+l,ka+l,,ka+l,,ka+l,,ka+l,,ka+l,,ka+l,,ka+l,,ka+l,,ka+l,,ka+l,,ka+l,,ka+l,,ka+l,,ka+l,,ka+l,,ka+l,,ka+l,,ka+l,
kaslax,kas,kas,,kas,,kas,,kas,,kas,,kas,半,kas,,kas,半,kas,,kas,,kas,,kas,,kas,,kas,,kas,,kas,,kas,,kas,
kasal,ka+s,ka+s,,ka+s,,ka+s,,ka+s,,ka+s,,ka+s,,xa+s,,ka+s,半,ka+s,,ka+s,,ka+s,,ka+s,,ka+s,,ka+s,,ka+s,,ka+s,,ka+s,,ka+s,
kaʃlax,kaʃ,kaʃ,,kaʃ,,kaʃ,,kaʃ,,kaʃ,,kaʃ,,kaʃ,全,kaʃ,,kaʃ,,kaʃ,,kaʃ,,kaʃ,,kaʃ,,kaʃ,,xaʃ,半,kaʃ,,kaʃ,,kaʃ,
kaʃʊːn,ka+ʃ,ka+ʃ,,ka+ʃ,,ka+ʃ,,ka+ʃ,,ka+ʃ,,ka+ʃ,,ka+ʃ,全,ka+ʃ,半,ka+ʃ,,ka+ʃ,,ka+ʃ,,ka+ʃ,半,ka+ʃ,,ka+ʃ,,ka+ʃ,,ka+ʃ,,ka+ʃ,,ka+ʃ,
katuːr,ka+t,ka+t,,ka+t,,ka+t,,ka+t,,ka+t,,ka+t,,ka+t,,ka+t,,ka+t,,ka+t,,ka+t,,ka+t,,ka+t,,ka+t,,ka+t,,ka+t,,ka+t,,ka+t,
