人	重	元音	无声化	无声化（二进制）	音节（说的）	音节（预期）	词	前辅音（预期）	後辅音（预期）	前辅音（说的）	後辅音（说的）	笔记	怎么办？	Exclude
F1	1	a		FALSE	tɐt	tɐt	tɐtkɐl	t	t	t	t			
F1	1	a		FALSE	tɐ+t	tɐ+t	tɐtɐx	t	+t	t	+t			
F1	1	a		FALSE	tɐ+tʃ	tɐ+tʃ	tɐtʃin	t	+tʃ	t	+tʃ			
F1	1	a		FALSE	tɐ+r	tɐ+r	tɐrɐː	t	+r	t	+r			
F1	1	a		FALSE	tɐr	tɐr	tɐrlɐx	t	r	t	r			
F1	1	ǝ		FALSE	tǝŋ	tǝŋ	tǝŋsǝlx	t	ŋ	t	ŋ			
F1	1	ǝ		FALSE	tǝn	tǝn	tǝntʃilǝx	t	n	t	n			
F1	1	ǝ		FALSE	tǝ+w	tǝ+w	tǝwǝx	t	+w	t	+w			
F1	1	ǝ		FALSE	tǝw	tǝw	tǝwsǝx	t	w	t	w			
F1	1	ǝ		FALSE	tǝ+k	tǝ+k	tǝkǝː	t	+k	t	+k			
F1	1	ǝ		FALSE	tǝk	tǝk	tǝktǝx	t	k	t	k			
F1	1	ǝ		FALSE	tǝ+m	tǝ+m	tǝmiː	t	+m	t	+m			
F1	1	ǝ		FALSE	tǝm	tǝm	tǝmtʃix	t	m	t	m			
F1	1	ǝ		FALSE	tǝl	tǝl	tǝlxiː	t	l	t	l			
F1	1	ǝ		FALSE	tǝ+l	tǝ+l	tǝlǝx	t	+l	t	+l			
F1	1	ǝ		FALSE	tǝs	tǝs	tǝslǝx	t	s	t	s			
F1	1	ǝ		FALSE	tǝt	tǝt	tǝtlǝx	t	t	t	t			
F1	1	ǝ		FALSE	tǝ+t	tǝ+t	tǝtǝknǝx	t	+t	t	+t			
F1	1	ǝ		FALSE	tǝr	tǝr	tǝrwǝx	t	r	t	r			
F1	1	ǝ		FALSE	tǝ+r	tǝ+r	tǝriːx	t	+r	t	+r			
F1	1	i		FALSE	tiŋ	tiŋ	tiŋkɐr	t	ŋ	t	ŋ			
F1	1	i		FALSE	tik	tik	tiklǝx	t	k	t	k			
F1	1	ɔ		FALSE	tɔn	tɔŋ	tɔŋsɔlɔx	t	ŋ	t	n			
F1	1	ɔ		FALSE	tɔw	tɔw	tɔwkɔr	t	w	t	w			
F1	1	ɔ		FALSE	tɔ+w	tɔ+w	tɔwɔrtʃ̄ʰɔk	t	+w	t	+w			
F1	1	ɔ		FALSE	tɔ+x	tɔ+x	tɔxɔx	t	+x	t	+x			
F1	1	œ		FALSE	tœx	tœx	tœxtɔk	t	x	t	x			
F1	1	ɔ		FALSE	tɔk	tɔk	tɔkʃɔn	t	k	t	k			
F1	1	ɔ		FALSE	tɔ+k	tɔ+k	tɔkɔl	t	+k	t	+k			
F1	1	ɔ		FALSE	tɔ+m	tɔ+m	tɔmɔk	t	+m	t	+m			
F1	1	ɔ		FALSE	tɔm	tɔm	tɔmnɔːx	t	m	t	m	space character		
F1	1	ɔ		FALSE	tɔ+l	tɔ+l	tɔlɔː	t	+l	t	+l			
F1	1	ɔ		FALSE	tɔl	tɔl	tɔlkɔːn	t	l	t	l			
F1	1	ɔ		FALSE	tʰɔ+tʰ	tɔ+tʰ	tɔtʰɔr	t	+tʰ	tʰ	+tʰ			
F1	1	ɔ		FALSE	tɔtʰ	tɔtʰ	tɔtʰnɔx	t	tʰ	t	tʰ			
F1	1	ɔ		FALSE	tɔ+j	tɔ+j	tɔjɔx	t	+j	t	+j			
F1	1	ɔ		FALSE	tɔj	tɔj	tɔjtʃʰɔx	t	j	t	j			
F1	1	ɔ		FALSE	tɔ+r	tɔ+r	tɔrɔn	t	+r	t	+r			
F1	1	ɔ		FALSE	tɔr	tɔr	tɔrkix	t	r	t	r			
F1	1	ʊ		FALSE	tʊŋ	tʊŋ	tʊŋxɐl	t	ŋ	t	ŋ			
F1	1	ʊ		FALSE	tʊn	tʊn	tʊntʊːr	t	n	t	n			
F1	1	ʊ		FALSE	tʊx	tʊx	tʊxtɐx	t	x	t	x			
F1	1	ʊ		FALSE	tʊ+k	tʊ+k	tʊkʊilɐŋ	t	+k	t	+k			
F1	1	ʊ		FALSE	tʊk	tʊk	tʊktʊi	t	k	t	k			
F1	1	ʊ		FALSE	tʊm	tʊm	tʊmwʊix	t	m	t	m			
F1	1	ʊ		FALSE	tʊ+l	tʊ+l	tʊlɐːn	t	+l	t	+l			
F1	1	ʊ		FALSE	tʊ+s	tʊ+s	tʊsɐx	t	+s	t	+s			
F1	1	ʊ		FALSE	tʊs	tʊs	tʊslɐx	t	s	t	s			
F1	1	ʊ		FALSE	tʊ+tʰ	tʊ+tʰ	tʊtʰɐx	t	+tʰ	t	+tʰ			
F1	1	ʊ		FALSE	tʊtʰ	tʊtʰ	tʊtʰmɐk	t	tʰ	t	tʰ			
F1	1	ʊ		FALSE	tʊr	tʊr	tʊrlɐx	t	r	t	r			
F1	1	ʊ		FALSE	tʊ+r	tʊ+r	tʊrɐix	t	+r	t	+r			
F1	1	o		FALSE	toŋ	toŋ	toŋkox	t	ŋ	t	ŋ			
F1	1	o		FALSE	ton	ton	tontʰkor	t	n	t	n			
F1	1	o		FALSE	to+x	to+x	toxox	t	+x	t	+x			
F1	1	o		FALSE	tox	tox	toxtok	t	x	t	x			
F1	1	o		FALSE	to+x	to+k	tokom	t	+k	t	+x			
F1	1	o		FALSE	tol	tol	tolkon	t	l	t	l			
F1	1	o		FALSE	tom	tom	tomnox	t	m	t	m			
F1	1	o		FALSE	totʰ	totʰ	totʰlox	t	tʰ	t	tʰ			
F1	1	o		FALSE	to+tʃʰ	to+tʃʰ	totʃʰoːt	t	+tʃʰ	t	+tʃʰ			
F1	1	o		FALSE	totʃ	totʃ	totʃrox	t	tʃ	t	tʃ			
F1	1	o		FALSE	to+r	to+r	toroː	t	+r	t	+r			
F1	1	o		FALSE	tor	tor	torwot	t	r	t	r			
F1	1	u		FALSE	tuk	tuŋ	tuŋnǝlt	t	ŋ	t	k			
F1	1	u		FALSE	tu+l	tu+l	tuliː	t	+l	t	+l			
F1	1	u		FALSE	tul	tul	tulrǝx	t	l	t	l			
F1	1	u		FALSE	tut	tut	tutnǝx	t	t	t	t			
F1	1	u		FALSE	tu+r	tu+r	turǝm	t	+r	t	+r			
F1	1	u		FALSE	tur	tur	turslǝx	t	r	t	r			
F1	1	a		FALSE	tʃʰɐŋ	tʃʰɐŋ	tʃʰɐŋkɐx	tʃʰ	ŋ	tʃʰ	ŋ			
F1	1	a		FALSE	tʃʰɐ+n	tʃʰɐ+n	tʃʰɐnɐx	tʃʰ	+n	tʃʰ	+n			
F1	1	a		FALSE	tʃʰɐ+w	tʃʰɐ+w	tʃʰɐwʊː	tʃʰ	+w	tʃʰ	+w			
F1	1	a		FALSE	tʃʰɐw	tʃʰɐw	tʃʰɐwtʃʰix	tʃʰ	w	tʃʰ	w			
F1	1	a		FALSE	tʃʰɐx	tʃʰɐx	tʃʰɐxlɐx	tʃʰ	x	tʃʰ	x			
F1	1	æ		FALSE	tʃʰæ+x	tʃʰæ+x	tʃʰæxilkɐn	tʃʰ	+x	tʃʰ	+x			
F1	1	a		FALSE	tʃʰɐ+k	tʃʰɐ+k	tʃʰɐkɐːlɐx	tʃʰ	+k	tʃʰ	+k			
F1	1	a		FALSE	tʃʰɐk	tʃʰɐk	tʃʰɐktɐː	tʃʰ	k	tʃʰ	k			
F1	1	a		FALSE	tʃʰɐm	tʃʰɐm	tʃʰɐmxɐk	tʃʰ	m	tʃʰ	m			
F1	1	a		FALSE	tʃʰɐl	tʃʰɐl	tʃʰɐlkix	tʃʰ	l	tʃʰ	l			
F1	1	a		FALSE	tʃʰɐ+l	tʃʰɐ+l	tʃʰɐlɐix	tʃʰ	+l	tʃʰ	+l			
F1	1	a		FALSE	tʃʰɐs	tʃʰɐs	tʃʰɐslɐx	tʃʰ	s	tʃʰ	s			
F1	1	a		FALSE	tʃʰɐ+s	tʃʰɐ+s	tʃʰɐsɐːr	tʃʰ	+s	tʃʰ	+s			
F1	1	a		FALSE	tʃʰɐ+t	tʃʰɐ+t	tʃʰɐtɐx	tʃʰ	+t	tʃʰ	+t			
F1	1	a		FALSE	tʃʰɐt	tʃʰɐt	tʃʰɐtkɐlɐŋ	tʃʰ	t	tʃʰ	t			
F1	1	a		FALSE	tʃʰɐtʃʰ	tʃʰɐtʃʰ	tʃʰɐtʃʰlɐk	tʃʰ	tʃʰ	tʃʰ	tʃʰ			
F1	1	a		FALSE	tʃʰɐ+tʃʰ	tʃʰɐ+tʃʰ	tʃʰɐtʃʰɐk	tʃʰ	+tʃʰ	tʃʰ	+tʃʰ			
F1	1	a		FALSE	tʃʰɐr	tʃʰɐr	tʃʰɐrtʃʰɐx	tʃʰ	r	tʃʰ	r			
F1	1	a		FALSE	tʃʰɐ+r	tʃʰɐ+r	tʃʰɐrʊːn	tʃʰ	+r	tʃʰ	+r			
F1	1	ǝ		FALSE	NA	tʃʰǝ+n	tʃʰǝnǝk	tʃʰ	+n	NA	NA			
F1	1	ǝ		FALSE	tʃʰǝŋ	tʃʰǝŋ	tʃʰǝŋxǝr	tʃʰ	ŋ	tʃʰ	ŋ			
F1	1	ǝ		FALSE	tʃʰǝn	tʃʰǝn	tʃʰǝntʰkǝr	tʃʰ	n	tʃʰ	n			
F1	1	ǝ		FALSE	tʃʰǝ+w	tʃʰǝ+w	tʃʰǝwǝr	tʃʰ	+w	tʃʰ	+w			
F1	1	ǝ		FALSE	tʃʰǝw	tʃʰǝw	tʃʰǝwtǝk	tʃʰ	w	tʃʰ	w			
F1	1	ǝ		FALSE	tʃʰǝk	tʃʰǝk	tʃʰǝktʃʰǝlǝx	tʃʰ	k	tʃʰ	k			
F1	1	ǝ		FALSE	tʃʰǝm	tʃʰǝm	tʃʰǝmtʃʰǝkǝr	tʃʰ	m	tʃʰ	m			
F1	1	ǝ		FALSE	tʃʰǝl	tʃʰǝl	tʃʰǝlmǝk	tʃʰ	l	tʃʰ	l			
F1	1	ǝ		FALSE	tʃʰǝ+l	tʃʰǝ+l	tʃʰǝliːx	tʃʰ	+l	tʃʰ	+l			
F1	1	ǝ		FALSE	tʃʰǝt	tʃʰǝt	tʃʰǝtkǝr	tʃʰ	t	tʃʰ	t			
F1	1	ǝ		FALSE	tʃʰǝ+tʃʰ	tʃʰǝ+tʃʰ	tʃʰǝtʃʰǝk	tʃʰ	+tʃʰ	tʃʰ	+tʃʰ			
F1	1	ǝ		FALSE	tʃʰǝtʃʰ	tʃʰǝtʃʰ	tʃʰǝtʃʰrǝx	tʃʰ	tʃʰ	tʃʰ	tʃʰ			
F1	1	ǝ		FALSE	tʃʰǝ+r	tʃʰǝ+r	tʃʰǝrik	tʃʰ	+r	tʃʰ	+r			
F1	1	ǝ		FALSE	tʃʰǝr	tʃʰǝr	tʃʰǝrwǝx	tʃʰ	r	tʃʰ	r			
F1	1	i		FALSE	tʃʰi+n	tʃʰi+n	tʃʰinǝː	tʃʰ	+n	tʃʰ	+n			
F1	1	i		FALSE	tʃʰiŋ	tʃʰiŋ	tʃʰiŋkǝx	tʃʰ	ŋ	tʃʰ	ŋ			
F1	1	i		FALSE	tʃʰin	tʃʰin	tʃʰintmɐn	tʃʰ	n	tʃʰ	n			
F1	1	i		FALSE	tʃʰiw	tʃʰiw	tʃʰiwtɐk	tʃʰ	w	tʃʰ	w			
F1	1	i		FALSE	tʃʰi+x	tʃʰi+x	tʃʰixǝwtʃʰ	tʃʰ	+x	tʃʰ	+x			
F1	1	i		FALSE	tʃʰix	tʃʰix	tʃʰɪxrʊːn	tʃʰ	x	tʃʰ	x			
F1	1	i		FALSE	tʃʰik	tʃʰik	tʃʰiklǝx	tʃʰ	k	tʃʰ	k			
F1	1	i		FALSE	tʃʰi+m	tʃʰi+m	tʃʰimǝk	tʃʰ	+m	tʃʰ	+m			
F1	1	i		FALSE	tʃʰim	tʃʰim	tʃʰimxǝx	tʃʰ	m	tʃʰ	m			
F1	1	i		FALSE	tʃʰi+l	tʃʰi+l	tʃʰilǝː	tʃʰ	+l	tʃʰ	+l			
F1	1	i		FALSE	tʃʰil	tʃʰil	tʃʰilkǝr	tʃʰ	l	tʃʰ	l			
F1	1	i		FALSE	tʃʰit	tʃʰit	tʃʰitwɐr	tʃʰ	t	tʃʰ	t			
F1	1	i		FALSE	tʃʰi+t	tʃʰi+t	tʃʰitɐx	tʃʰ	+t	tʃʰ	+t			
F1	1	i		FALSE	tʃʰi+ tʃʰ	tʃʰi+ tʃʰ	tʃʰitʃʰix	tʃʰ	+ tʃʰ	tʃʰ	+ tʃʰ	space character		
F1	1	i		FALSE	tʃʰitʃʰ	tʃʰitʃʰ	tʃʰitʃʰlǝx	tʃʰ	tʃʰ	tʃʰ	tʃʰ			
F1	1	ɪ		FALSE	tʃʰɪ+r	tʃʰɪ+r	tʃʰɪrɐiː	tʃʰ	+r	tʃʰ	+r			
F1	1	ɪ		FALSE	tʃʰɪr	tʃʰɪr	tʃʰɪrmɐiː	tʃʰ	r	tʃʰ	r			
F1	1	ɔ		FALSE	tʃʰɔŋ	tʃʰɔŋ	tʃʰɔŋxːr	tʃʰ	ŋ	tʃʰ	ŋ			
F1	1	ɔ		FALSE	tʃʰɔ+n	tʃʰɔ+n	tʃʰɔnɔk	tʃʰ	+n	tʃʰ	+n			
F1	1	ɔ		FALSE	tʃʰɔn	tʃʰɔn	tʃʰɔntʰɔkɔr	tʃʰ	n	tʃʰ	n			
F1	1	ɔ		FALSE	tʃʰɔ+w	tʃʰɔ+w	tʃʰɔwɔː	tʃʰ	+w	tʃʰ	+w			
F1	1	ɔ		FALSE	tʃʰɔw	tʃʰɔw	tʃʰɔwxɔrɔx	tʃʰ	w	tʃʰ	w			
F1	1	ɔ		FALSE	tʃʰɔ+x	tʃʰɔ+x	tʃʰɔxɔx	tʃʰ	+x	tʃʰ	+x			
F1	1	ɔ		FALSE	tʃʰɔx	tʃʰɔx	tʃʰɔxtɔx	tʃʰ	x	tʃʰ	x			
F1	1	ɔ		FALSE	tʃʰɔk	tʃʰɔk	tʃʰɔkʃix	tʃʰ	k	tʃʰ	k			
F1	1	ɔ		FALSE	tʃʰɔ+m	tʃʰɔ+m	tʃʰɔmɔx	tʃʰ	+m	tʃʰ	+m			
F1	1	ɔ		FALSE	tʃʰɔm	tʃʰɔm	tʃʰɔmtʃʰɔix	tʃʰ	m	tʃʰ	m			
F1	1	ɔ		FALSE	tʃʰɔl	tʃʰɔl	tʃʰɔlkɔrɔx	tʃʰ	l	tʃʰ	l			
F1	1	ɔ		FALSE	tʃʰɔ+t	tʃʰɔ+t	tʃʰɔtɔix	tʃʰ	+t	tʃʰ	+t			
F1	1	ɔ		FALSE	tʃʰɔ+tʃʰ	tʃʰɔ+tʃʰ	tʃʰɔtʃʰix	tʃʰ	+tʃʰ	tʃʰ	+tʃʰ			
F1	1	ɔ		FALSE	tʃʰɔtʃʰ	tʃʰɔtʃʰ	tʃʰɔtʃʰmɔk	tʃʰ	tʃʰ	tʃʰ	tʃʰ			
F1	1	ɔ		FALSE	tʃʰɔ+r	tʃʰɔ+r	tʃʰɔrɔix	tʃʰ	+r	tʃʰ	+r			
F1	1	ɔ		FALSE	tʃʰɔr	tʃʰɔr	tʃʰɔrkɔx	tʃʰ	r	tʃʰ	r			
F1	1	ʊ		FALSE	tʃʰʊ+w	tʃʰʊ+w	tʃʰʊwɐx	tʃʰ	+w	tʃʰ	+w			
F1	1	ʊ		FALSE	tʃʰʊw	tʃʰʊw	tʃʰʊwrɐx	tʃʰ	w	tʃʰ	w			
F1	1	ʊ		FALSE	tʃʰʊ+x	tʃʰʊ+x	tʃʰʊxɐl	tʃʰ	+x	tʃʰ	+x			
F1	1	ʊ		FALSE	tʃʰʊk	tʃʰʊk	tʃʰʊklɐː	tʃʰ	k	tʃʰ	k			
F1	1	ʊ		FALSE	tʃʰʊ+k	tʃʰʊ+k	tʃʰʊkɐːr	tʃʰ	+k	tʃʰ	+k			
F1	1	ʊ		FALSE	tʃʰʊm	tʃʰʊm	tʃʰʊmpæːx	tʃʰ	m	tʃʰ	m			
F1	1	ʊ		FALSE	tʃʰʊl	tʃʰʊl	tʃʰʊlpʊ:r	tʃʰ	l	tʃʰ	l			
F1	1	ʊ		FALSE	tʃʰʊ+l	tʃʰʊ+l	tʃʰʊlʊ:	tʃʰ	+l	tʃʰ	+l			
F1	1	ʊ		FALSE	tʃʰʊs	tʃʰʊs	tʃʰʊstæː	tʃʰ	s	tʃʰ	s			
F1	1	ʊ		FALSE	tʃʰʊ+s	tʃʰʊ+s	tʃʰʊsɐn	tʃʰ	+s	tʃʰ	+s			
F1	1	ʊ		FALSE	tʃʰʊtʰ	tʃʰʊtʰ	tʃʰʊtʰkɐx	tʃʰ	tʰ	tʃʰ	tʰ			
F1	1	ʊ		FALSE	tʃʰʊtʃʰ	tʃʰʊtʃʰ	tʃʰʊtʃʰlɐx	tʃʰ	tʃʰ	tʃʰ	tʃʰ			
F1	1	ʊ		FALSE	tʃʰʊ+tʃʰ	tʃʰʊ+tʃʰ	tʃʰʊtʃʰɐltʰ	tʃʰ	+tʃʰ	tʃʰ	+tʃʰ			
F1	1	ʊ		FALSE	tʃʰʊr	tʃʰʊr	tʃʰʊrwɐk	tʃʰ	r	tʃʰ	r			
F1	1	o		FALSE	tʃʰow	tʃʰow	tʃʰowtol	tʃʰ	w	tʃʰ	w			
F1	1	o		FALSE	tʃʰox	tʃʰox	tʃʰoxrox	tʃʰ	x	tʃʰ	x			
F1	1	o		FALSE	tʃʰo+x	tʃʰo+x	tʃʰoxox	tʃʰ	+x	tʃʰ	+x			
F1	1	o		FALSE	tʃʰok	tʃʰok	tʃʰoktʃʰoik	tʃʰ	k	tʃʰ	k			
F1	1	o		FALSE	tʃʰo+m	tʃʰo+m	tʃʰomox	tʃʰ	+m	tʃʰ	+m			
F1	1	o		FALSE	tʃʰom	tʃʰom	tʃʰomlox	tʃʰ	m	tʃʰ	m			
F1	1	o		FALSE	tʃʰo+l	tʃʰo+l	tʃʰolox	tʃʰ	+l	tʃʰ	+l			
F1	1	o		FALSE	tʃʰol	tʃʰol	tʃʰolwox	tʃʰ	l	tʃʰ	l			
F1	1	o		FALSE	tʃʰotʰ	tʃʰotʰ	tʃʰotʰxor	tʃʰ	tʰ	tʃʰ	tʰ			
F1	1	o		FALSE	tʃʰotʃʰ	tʃʰotʃʰ	tʃʰotʃʰkoi	tʃʰ	tʃʰ	tʃʰ	tʃʰ			
F1	1	o		FALSE	tʃʰor	tʃʰor	tʃʰorxoloː	tʃʰ	r	tʃʰ	r			
F1	1	o		FALSE	tʃʰo+r	tʃʰo+r	tʃʰoroix	tʃʰ	+r	tʃʰ	+r			
F1	1	u		FALSE	tʃʰuŋ	tʃʰuŋ	tʃʰuŋxǝl	tʃʰ	ŋ	tʃʰ	ŋ			
F1	1	u		FALSE	tʃʰun	tʃʰun	tʃʰuntʰkǝr	tʃʰ	n	tʃʰ	n			
F1	1	u		FALSE	tʃʰuk	tʃʰuk	tʃʰukti:x	tʃʰ	k	tʃʰ	k			
F1	1	u		FALSE	tʃʰum	tʃʰum	tʃʰumtʃʰiːx	tʃʰ	m	tʃʰ	m			
F1	1	u		FALSE	tʃʰul	tʃʰul	tʃʰulxǝkǝr	tʃʰ	l	tʃʰ	l			
F1	1	u		FALSE	tʃʰu+l	tʃʰu+l	tʃʰulis	tʃʰ	+l	tʃʰ	+l			
F1	1	u		FALSE	tʃʰu+r	tʃʰu+r	tʃʰuri:x	tʃʰ	+r	tʃʰ	+r			
F1	1	u		FALSE	tʃʰur	tʃʰur	tʃʰurtiːx	tʃʰ	r	tʃʰ	r			
F1	1	ɑ		FALSE	tʃɐ+n	tʃɐ+n	tʃɐnɐx	tʃ	+n	tʃ	+n			
F1	1	ɑ		FALSE	tʃɐn	tʃɐn	tʃɐntʃʰix	tʃ	n	tʃ	n			
F1	1	ɑ		FALSE	tʃɐk	tʃɐŋ	tʃɐŋnɐx	tʃ	ŋ	tʃ	k			
F1	1	ɑ		FALSE	tʃɐw	tʃɐw	tʃɐwsɐr	tʃ	w	tʃ	w			
F1	1	ɑ		FALSE	tʃɐ+w	tʃɐ+w	tʃɐwɐ:	tʃ	+w	tʃ	+w			
F1	1	æ		FALSE	tʃæ+xʲ	tʃæ+xʲ	tʃæxʲɐx	tʃ	+xʲ	tʃ	+xʲ			
F1	1	æ		FALSE	tʃæxʲ	tʃæxʲ	tʃæxʲrɐx	tʃ	xʲ	tʃ	xʲ			
F1	1	ɑ		FALSE	tʃɐk	tʃɐk	tʃɐkwɐr	tʃ	k	tʃ	k			
F1	1	ɑ		FALSE	tʃɐ+k	tʃɐ+k	tʃɐkɐs	tʃ	+k	tʃ	+k			
F1	1	ɑ		FALSE	tʃɐm	tʃɐm	tʃɐmnɐx	tʃ	m	tʃ	m			
F1	1	ɑ		FALSE	tʃɐ+m	tʃɐ+m	tʃɐmɐk	tʃ	+m	tʃ	+m			
F1	1	ɑ		FALSE	tʃɐ+l	tʃɐ+l	tʃɐlɐx	tʃ	+l	tʃ	+l			
F1	1	ɑ		FALSE	tʃɐl	tʃɐl	tʃɐlkɐx	tʃ	l	tʃ	l			
F1	1	ɑ		FALSE	tʃɐ+s	tʃɐ+s	tʃɐsɐx	tʃ	+s	tʃ	+s			
F1	1	ɑ		FALSE	tʃɐs	tʃɐs	tʃɐsmɐl	tʃ	s	tʃ	s			
F1	1	ɑ		FALSE	tʃɐt	tʃɐt	tʃɐtkɐi	tʃ	t	tʃ	t			
F1	1	ɑ		FALSE	tʃɐ+t	tʃɐ+t	tʃɐtɐrxæː	tʃ	+t	tʃ	+t			
F1	1	ɑ		FALSE	tʃɐtʃ	tʃɐtʃ	tʃɐtʃlɐx	tʃ	tʃ	tʃ	tʃ			
F1	1	ɑ		FALSE	tʃɐ+tʃ	tʃɐ+tʃ	tʃɐtʃilwɐr	tʃ	+tʃ	tʃ	+tʃ			
F1	1	ɑ		FALSE	tʃɐ+j	tʃɐ+j	tʃɐjɐ:	tʃ	+j	tʃ	+j			
F1	1	ɑ		FALSE	tʃɐr	tʃɐr	tʃɐrtɐl	tʃ	r	tʃ	r			
F1	1	æ		FALSE	tʃæ+r	tʃæ+r	tʃærim	tʃ	+r	tʃ	+r			
F1	1	i		FALSE	tʃik	tʃiŋ	tʃiŋnuːr	tʃ	ŋ	tʃ	k			
F1	1	i		FALSE	tʃi+w	tʃi+w	tʃiwuːn	tʃ	+w	tʃ	+w			
F1	1	i		FALSE	tʃiw	tʃiw	tʃiwrǝx	tʃ	w	tʃ	w			
F1	1	i		FALSE	tʃin	tʃin	tʃintʃikr	tʃ	n	tʃ	n			
F1	1	i		FALSE	tʃi+x	tʃi+x	tʃixuːn	tʃ	+x	tʃ	+x			
F1	1	i		FALSE	tʃik	tʃik	tʃikʃix	tʃ	k	tʃ	k			
F1	1	i		FALSE	tʃi+k	tʃi+k	tʃikǝs	tʃ	+k	tʃ	+k			
F1	1	i		FALSE	tʃi+m	tʃi+m	tʃimǝs	tʃ	+m	tʃ	+m			
F1	1	i		FALSE	tʃim	tʃim	tʃimlǝx	tʃ	m	tʃ	m			
F1	1	i		FALSE	tʃi+l	tʃi+l	tʃili:x	tʃ	+l	tʃ	+l			
F1	1	i		FALSE	tʃil	tʃil	tʃillǝx	tʃ	l	tʃ	l			
F1	1	i		FALSE	tʃi+ʃ	tʃi+ʃ	tʃiʃǝ:	tʃ	+ʃ	tʃ	+ʃ			
F1	1	i		FALSE	tʃit	tʃit	tʃitlɐx	tʃ	t	tʃ	t			
F1	1	i		FALSE	tʃi+t	tʃi+t	tʃitɐːr	tʃ	+t	tʃ	+t			
F1	1	i		FALSE	tʃi+tʰ	tʃi+tʰ	tʃitʰǝw	tʃ	+tʰ	tʃ	+tʰ			
F1	1	i		FALSE	tʃitʃ	tʃitʃ	tʃitʃkinǝx	tʃ	tʃ	tʃ	tʃ			
F1	1	i		FALSE	tʃi+tʃ	tʃi+tʃ	tʃitʃuːr	tʃ	+tʃ	tʃ	+tʃ			
F1	1	i		FALSE	tʃi+r	tʃi+r	tʃirǝk	tʃ	+r	tʃ	+r			
F1	1	i		FALSE	tʃir	tʃir	tʃirkǝx	tʃ	r	tʃ	r			
F1	1	ɔ		FALSE	tʃɔŋ	tʃɔŋ	tʃɔŋxʲlɔx	tʃ	ŋ	tʃ	ŋ			
F1	1	ɔ		FALSE	tʃɔ+w	tʃɔ+w	tʃɔwɔx	tʃ	+w	tʃ	+w			
F1	1	ɔ		FALSE	tʃɔw	tʃɔw	tʃɔwlɔŋ	tʃ	w	tʃ	w			
F1	1	ɔ		FALSE	tʃɔ+x	tʃɔ+x	tʃɔxistʰœː	tʃ	+x	tʃ	+x			
F1	1	œ		FALSE	tʃœxʲ	tʃœxʲ	tʃœxʲrɔx	tʃ	xʲ	tʃ	xʲ			
F1	1	ɔ		FALSE	tʃɔk	tʃɔk	tʃɔksɔx	tʃ	k	tʃ	k			
F1	1	ɔ		FALSE	tʃɔm	tʃɔm	tʃɔmwɔkɔr	tʃ	m	tʃ	m			
F1	1	œ		FALSE	tʃœ+lʲ	tʃœ+lʲ	tʃœlʲɔx	tʃ	+lʲ	tʃ	+lʲ			
F1	1	ɔ		FALSE	tʃɔl	tʃɔl	tʃɔlkɔx	tʃ	l	tʃ	l			
F1	1	ɔ		FALSE	tʃɔ+t	tʃɔ+t	tʃɔtɔx	tʃ	+t	tʃ	+t			
F1	1	ɔ		FALSE	tʃɔ+tʃʰ	tʃɔ+tʃʰ	tʃɔtʃʰin	tʃ	+tʃʰ	tʃ	+tʃʰ			
F1	1	ɔ		FALSE	tʃɔtʃʰ	tʃɔtʃʰ	tʃɔtʃʰlɔx	tʃ	tʃʰ	tʃ	tʃʰ			
F1	1	ɔ		FALSE	tʃɔ+tʃ	tʃɔ+tʃ	tʃɔtʃik	tʃ	+tʃ	tʃ	+tʃ			
F1	1	ɔ		FALSE	tʃɔtʃ	tʃɔtʃ	tʃɔtʃkɔlɔx	tʃ	tʃ	tʃ	tʃ			
F1	1	œ		FALSE	tʃœ+rʲ	tʃœ+rʲ	tʃœrʲɔk	tʃ	+rʲ	tʃ	+rʲ			
F1	1	œ		FALSE	tʃœrʲ	tʃœrʲ	tʃœrʲlɔk	tʃ	rʲ	tʃ	rʲ			
F1	1	ʊ		FALSE	tʃʊŋ	tʃʊŋ	tʃʊŋkɐk	tʃ	ŋ	tʃ	ŋ			
F1	1	ʊ		FALSE	tʃʊn	tʃʊn	tʃʊnʃix	tʃ	n	tʃ	n			
F1	1	ʊ		FALSE	tʃʊ+w	tʃʊ+w	tʃʊwɐk	tʃ	+w	tʃ	+w			
F1	1	ʊ		FALSE	tʃʊw	tʃʊw	tʃʊwtʃɐː	tʃ	w	tʃ	w			
F1	1	ʊ		FALSE	tʃʊ+k	tʃʊ+k	tʃʊkɐ:tʃɐl	tʃ	+k	tʃ	+k			
F1	1	ʊ		FALSE	tʃʊm	tʃʊm	tʃʊmlɐx	tʃ	m	tʃ	m			
F1	1	ʊ		FALSE	tʃʊ+m	tʃʊ+m	tʃʊmɐk	tʃ	+m	tʃ	+m			
F1	1	ʊ		FALSE	tʃʊ+l	tʃʊ+l	tʃʊlɐk	tʃ	+l	tʃ	+l			
F1	1	ʊ		FALSE	tʃʊl	tʃʊl	tʃʊltʃɐk	tʃ	l	tʃ	l			
F1	1	ʊ		FALSE	tʃʊ+s	tʃʊ+s	tʃʊsɐ:l	tʃ	+s	tʃ	+s			
F1	1	ʊ		FALSE	tʃʊs	tʃʊs	tʃʊslɐŋ	tʃ	s	tʃ	s			
